candidate_name,candidate_party
Hafeez Anwar Gohar,Jamaat-e-Islami
Muhammad Ilyas,Independents
Mumtaz Ali Ansari,Independents
Muhammad Aslam Khan,Independents
Muhammad Akram Alias Baboo,Awami Muslim League Pakistan
Hafiz Moeen Ud Din Khalid,Jamiat Ulema-e-Pakistan (Noorani)
Mushtaq Ahmad,Independents
Seema Khatoon,Independents
Naqeebullah,Independents
Muhammad Shahid,Mustaqbil Pakistan
Nawaz Sharif,Independents
Muhammad Zaheer Ilyas,Sunni Tehreek
Muhammad Saleem,Independents
Muhammad Ramzan Ansari,Muttahida Qaumi Movement Pakistan
Shahzad Saleem Khan,Independents
Riaz Ahmad Nizami,Independents
Sahrish Ramzan Thaheem,Independents
Chouhdry Khalid Javed Warraich,Independents
Muhammad Ramzan,Independents
Muhammad Abbas,Independents
Muhammad Arshad,Independents
Muhammad Waseem Thaheem,Independents
Hameed Ul Hassan,Ghareeb Awam Party
Javed Aslam,Independents
Muhammad Nadeem Hussain,Independents
Malik Muhammad Aslam,Independents
Muhammad Ashfaq,Independents
Muzamil Rehman,Independents
Abdul Waheed Chouhdry,Pakistan Muslim League (Nawaz)
Rana Abdul Jabbar,Pakistan Tehreek-e-Insaf
Akhtar Hussain Qamar,Pakistan Peoples Party Parliamentarians
Muhammad Altaf Khan,Independents
Muhammad Shafiq,Independents
Arshad Iqbal Malik,Independents
Taaj Muhammad,Independents
Muhammad Haider,Independents
Muhammad Hussain,Independents
Sheikh Muhammad Younus,Independents
Shahid Latif Dogar,Independents
Mohammad Akram Shad,Independents
Muhammad Tahir,Independents
Malik Arshad Majeed,Independents
Muhammad Hussain,Independents
Adam Khan,Independents
Muhammad Tahir Malik,Independents
Asif Ali,Pakistan Muslim League (Functional)
Sabir Ali Ansari,Independents
Rana Muhammad Arif Raza,Muttahida Qaumi Movement Pakistan
Rana Muhammad Iqbal,Independents
Rana Muhammad Javed Akhtar,Independents
Mirza Muhammad Sarfraz Baig,Independents
Muhammad Hayat Khan Balouch,Independents
Muhammad Waseem Thaheem,Independents
Rana Abdul Qayoum,Independents
Arshad Javed,Independents
Muhammad Asif,Independents
Muhammad Naveed Ur Rehman,Independents
Shoaib Akmal Qureshi Hashmi,Independents
Muhammad Tahir Hameed Qureshi,Independents
Zahida Parveen Alias Rukhsana,Independents
Mazhar Iqbal,Independents
Muhammad Nadeem,Independents
M Ehsan Uddin Qureshi,Pakistan Muslim League (Nawaz)
Saeed Ahmad Qureshi,Pakistan Tehreek-e-Insaf
Muhammad Javaid Sidiqi,Pakistan Peoples Party Parliamentarians
Malik Rizwan Abid Thaeem,Independents
Aslam Saeed Qureshi,Independents
Malik Abdul Khaliq,Jamiat Ulema-e Islam (Fazl)
Muhammad Ayub Mughal,Jamiat Ulema-e-Pakistan (Noorani)
Saeeda Jamal Labar,Independents
Muhammad Saleem,Mustaqbil Pakistan
Muzammil Hussain,Independents
Jawad Ahmad Chaudary,Independents
Muhammad Shahid,Independents
Siraj Uddin,Independents
Mahboob Hussain,Independents
Abdul Sattar Khan Tareen,Independents
Shahzad Anjum,Independents
Amjad Ghani,Istehkaam-e-Pakistan Movement
Muhammad Nadeem Qureshi,Independents
Shahab Anjum,Independents
Malik Waheed Ahmad Bhutta,Independents
Syed Mujahid Abbas Shah,Independents
Khawaja Muhammad Shoaib,Independents
Muhammad Rashid Hashmi,Muttahida Qaumi Movement Pakistan
Abdul Sattar,Independents
Amir Javed Chugtai,Independents
Hafiz Moeen Uddin Khalid,Independents
Malik Muhammad Ishfaq Lakhwera,Independents
Abdul Majid Khan,Independents
Aureng Zeb Shaikh,Independents
Imran Khan,All Pakistan Muslim League
Muhammad Kashif,Independents
Ch Hammad Ahmad Pasha,Independents
Shahbaz Ali Khan Gurmani,Independents
Aslam Azad,Independents
Peer Zada Mian Shazad Maqbool Bhutta,Pakistan Muslim League (Nawaz)
Nawab Zada Waseem Khan Bado Zai,Pakistan Tehreek-e-Insaf
Muhammad Adnan Dogar,Pakistan Peoples Party Parliamentarians
Shakeel Hussain Labar,Independents
Iftar Ali Iftikhar,Jamaat-e-Islami
Khalid Mehmood Nadir,Independents
Kehtreen Nazeer,Independents
Sajida Parveen,Independents
Sheikh Gulzar Fatima,Sunni Ittehad Council
Syed Mehdi Ul Hassan Shah,Independents
Muhammad Pervaiz,Independents
Qalab Abid Khan,Independents
Earaj Chaudhary,Pakistan Peoples Party (Shaheed Bhutto)
Muhammad Aslam,Independents
Malik Riaz Hussain Dharala,Muttahida Qaumi Movement Pakistan
Jamess Noor Maseh,Independents
Shabeer Elahi Rana,Independents
Mian Suleman Ali Qureshi,Independents
Muhammad Asghar,Independents
Muhammad Shahid Hashmi,Independents
Muhammad Afzal Khaki,Islami Tehreek Pakistan
Yousaf Mehtab,Independents
Rana Mehboob Alam,Independents
Muhammad Latif,Islami Inqalab Party
Malik Sarfaraz Ahmed Khor,Independents
Muhammad Qaisar Hayat Sial,Independents
Mmalik Muhammad Ali Khokhar,Pakistan Muslim League (Nawaz)
Tahir Ahmed Asghar Khokhar,Pakistan Tehreek-e-Insaf
Syed Nazam Hussain Shah,Pakistan Peoples Party Parliamentarians
Chaudhary Zafar Iqbal Arain,Jamaat-e-Islami
Sheikh Muhammad Younis,Independents
Muhammad Faheem,Independents
Syed Ghulam Mustafa Bhukhari,Muttahida Qaumi Movement Pakistan
Zafar Iqbal Qureshi,Awami Muslim League Pakistan
Muhammad Sajid Iqbal,Jamiat Ulema-e Islam (Fazl)
Imran Younis Butt,Independents
Muhammad Sharif,Independents
Muhammad Manzoor Khosa,Independents
Raja Muhammad Ali,Pakistan Muslim League (Nawaz)
Raja Sagheer Ahmed,Independents
Lieutenant Col R Muhmmad Shabbir Awan,Pakistan Peoples Party Parliamentarians
Tariq Mehmood Murtaza,Pakistan Tehreek-e-Insaf
Ibrar Hussain Abbasi,Jamaat-e-Islami
Raja Tariq Mehmood,Jamiat Ulema-e Islam (Fazl)
Raja Moeed Shehzad,Independents
Shakeel Hussain Satti,Pakistan Patriotic Movement
Waseem Akthar Raja,All Pakistan Muslim League
Tanveer Hussain Shah Advocate,Independents
Shoaib Sadiq Kayani,Independents
Chaudhary Liaqat Ali Khan,Pakistan Muslim League (Nawaz)
Chaudhary Ijaz Hussain Farhat,Independents
Chaudhary Ali Nasir Khan Bhatti,Pakistan Tehreek-e-Insaf
Sheikh Waqar Ali,Independents
Shahjahan Sarfraz Raja,Pakistan Peoples Party Parliamentarians
Malik Muhammad Akhter Nawaz,Jamaat-e-Islami
Moulana Muhammad Ayaz,Independents
Aqeel Ahmed,Independents
Raja Muhammad Gayas,Awami Muslim League Pakistan
Aali Imran,Independents
Hafiz Abdul Ghaffar Sulamani,Jamiat Ulema-e Islam (Fazl)
Rashid Gill,Muttahida Qaumi Movement Pakistan
Shaukat Hayyat Khan Bosan,Pakistan Muslim League (Nawaz)
Syed Ali Haider Gillani,Pakistan Peoples Party Parliamentarians
Nasir Ali Haider,Pakistan Tehreek-e-Insaf
Malik Ashiq Ali Shajra,Independents
Muhammad Ahmed Asim Dehar,Independents
Haji Sikandar Hayyat Khan Bosan,Independents
Khalil Hassan,Independents
Hashim Khan Babar,Independents
Syed Abbas Haider Zaidi,Independents
Amjad Hussain Urf Muhammad Asim Dehar,Independents
Malik Mushahid Ali,Muttahida Qaumi Movement Pakistan
Malik Qadir Nawaz Sangi,Independents
Naseer Ahmed,Independents
Rana Muhammad Mehboob Alam Khan,Independents
Ghulam Murtaza Khan,Independents
Malik Asif Nazar Dehar,Independents
Saadat Ali Malik,Independents
Malik Qaisar Abbas Khadal,Independents
Malik Mazhar Abbas Ran,Pakistan Muslim League (Nawaz)
Makhdoom Mureed Hussain Qureshi,Pakistan Peoples Party Parliamentarians
Malik Muhammad Abbas Ran,Pakistan Tehreek-e-Insaf
Malik Naseem Hussain Raan,Independents
Chaudary Abdul Rahim Gujar,Jamaat-e-Islami
Majeedaan Begum,Independents
Malik Muhammad Irfan Thaem,Independents
Malik Nazar Hussain Ran Advocate,Muttahida Qaumi Movement Pakistan
Sardar Ezaz Mahboob Hamzi,Pakistan Muslim League (Functional)
Raey Mansab Ali Khan,Pakistan Muslim League (Nawaz)
Mamoona Hashmi,Pakistan Tehreek-e-Insaf
Dr Muhammad Akhtar Malik,Pakistan Peoples Party Parliamentarians
Chaudary Khizer Hayat,Pakistan Kissan Ittehad
Rana Zulfiqar Ali,Independents
Chaudary Sultan Mehmood Jutt,Independents
Shehzada Babar Maan,Jamaat-e-Islami
Sami Ullah Mujahid,All Pakistan Muslim League
Dr Muhammad Ashraf Awan,Muttahida Qaumi Movement Pakistan
Chaudary Ahsan Zahoor,Independents
Rana Kamran Shifa Ali,Independents
Rana Mohamamd Iqbal Siraj,Independents
Aziz Ur Rehman Chaudary,Independents
Chaudary Benyamin Sajid Jutt,Independents
Rana Tahir Shabbir,Pakistan Muslim League (Nawaz)
Mian Tariq Abdullah,Pakistan Tehreek-e-Insaf
Mian Kamran Muhammad Abdullah Maral,Pakistan Peoples Party Parliamentarians
Sheikh Aamir Khalil,Independents
Muhammad Irfan Iqbal,Independents
Muhammad Aamir Ghani Maral,Independents
Makhdumzada Syed Asad Murtaza Gillani,Independents
Khalid Ali Jai,Saraiki Sooba Movement Pakistan
Rana Ishtiaq Ahmad,Independents
Ghulam Hussain,Independents
Muhammad Rafique,Independents
Rao Abdul Qayyum,Independents
Rao Munawar Hussain,Independents
Muhammad Arshad Wahaga,Independents
Muhammad Asif Shahzad,All Pakistan Muslim League
Muhammad Imran Shaukat Khan,Independents
Chaudhary Abdul Majeed,Muttahida Qaumi Movement Pakistan
Muhammad Nawaz Ali,Independents
Rana Saeed Ahmad Jhakar,Independents
Rana Muhammad Akram Jhakkar Advocate,Independents
Rana Ijaz Ahmad Noon,Pakistan Muslim League (Nawaz)
Syed Mujahid Ali Shah,Independents
Rana Muhammad Sohail Ahmad Noon,Pakistan Peoples Party Parliamentarians
Raja Tariq Javed,Pakistan Tehreek-e-Insaf
Haji Muhammad Khalid Meo,Jamaat-e-Islami
Allah Nawaz,Saraiki Sooba Movement Pakistan
Rana Muhammad Shafiq Tahir Jhakkar,Jamiat Ulema-e Islam (Fazl)
Rana Muhammad Qasim Noon,Independents
Syed Iftikhar Ali Shah,Independents
Rana Khalid Akhtar,Independents
Rana Muhammad Aslam Saghar,Independents
Syed Ali Zulqurnain Shah,Independents
Choudhary Abdul Majeed Meo,Muttahida Qaumi Movement Pakistan
Muhammad Shahid Khagkh,Independents
Ch. Javed Akhtar Meo,Independents
Mehdi Abbas Khan,Pakistan Muslim League (Nawaz)
Malik Ghulam Abbas,Pakistan Peoples Party Parliamentarians
Haji Muhammad Bukhsh,Pakistan Tehreek-e-Insaf
Rana Shahzad Ahmad Noon,Independents
Ghazanfar Ali Khan,Independents
Muhammad Saleem,Jamiat Ulema-e Islam (Fazl)
Muhammad Arshad,Independents
Wahid Bakhsh Fakhar,Independents
Mushtaq Hussain,Independents
Zaheen Kanwal Mukhtar,Independents
Aamir Abbas,Muttahida Qaumi Movement Pakistan
Muhammad Ramzan,Independents
Kashif Zafar,Independents
Naghma Mushtaq,Pakistan Muslim League (Nawaz)
Malik Muhammad Akram Kahnu,Pakistan Peoples Party Parliamentarians
Muhammad Ayub Khan Ghallu,Pakistan Tehreek-e-Insaf
Rana Muhammad Afsar,Independents
Malik Muhammad Aslam,Independents
Faiz Rasool,Independents
Syed Najaf Hussain Shah,Independents
Ajmal Khan,Independents
Khursheed Abbas,Independents
Ijaz Ahmad,Muttahida Qaumi Movement Pakistan
Abdul Razzaq,Independents
Muhammad Asghar,Independents
Kashif Zafar,Independents
Muhammad Ramzan,Independents
Muhammad Amir Iqbal Shah,Independents
Zawar Hussain Waraich,Pakistan Muslim League (Nawaz)
Malik Muhammad Asif Awan,Pakistan Tehreek-e-Insaf
Mian Muhammad Shafiq,Pakistan Peoples Party Parliamentarians
Muhammad Arshad Anjum,Independents
Rana Muhammad Ibrahim,Independents
Hajran Bibi,Independents
Ishfaq Ahmed,Independents
Rasheed Zafar,Jamaat-e-Islami
Kamran Anwar,Independents
Jacab Aftab,Independents
Muhammad Saleem Khan,Independents
Niaz Muhammad,Muttahida Qaumi Movement Pakistan
Muhammad Farhan,Independents
Kamran Abbas Malik,Independents
Zafar Iqbal,Independents
Abdul Lateef,Independents
Aftab Ali Baber,Independents
Nasir Ali,Independents
Pirzada Muhammad Jhangir Sultan,Independents
Tahir Hussain Khan,Pakistan Muslim League (Nawaz)
Muhammad Raza Shah,Pakistan Tehreek-e-Insaf
Mumtaz Hussain Balouch,Independents
Rana Muhammad Anwar Saleem,Pakistan Peoples Party Parliamentarians
Ali Raza Khan Kanju,Independents
Muhammad Ibrahim,Independents
Malik Sardar Muhammad Khan,Independents
Aftab Ali Baber,Independents
Imran Habib Bhutta,Independents
Inayat Hussain Khan,Independents
Rao Muhammad Sarwar Ali,Muttahida Qaumi Movement Pakistan
Rao Muhammad Nasir,Independents
Syed Khizar Abbas Shah,Independents
Rana Intizar Hussain,Independents
Abdul Rasheed,Independents
Khadim Hussain Rind,Independents
Muhammad Irshad,Independents
Muhammad Iqbal,Independents
Malik Sajjad Hussain Joiya,Independents
Mehmood Nawaz Joiya,Pakistan Muslim League (Nawaz)
Arshad Iqbal,Pakistan Tehreek-e-Insaf
Imdad Ullah Abasi,Pakistan Peoples Party Parliamentarians
Shah Jahan,Independents
Tahir Rasool,Sunni Tehreek
Rao Muhammad Tasleem,Muttahida Qaumi Movement Pakistan
Muhammad Dilawar Sabir,Independents
Hafiz Nadeem Abbas,Independents
Syed Mazhar Hussain Shah Bukhari,Independents
Rana Sohail Riaz,Independents
Mian Imtiaz Ahmad,Independents
Waheed Ahmad Kamal,All Pakistan Muslim League
Tanveer Aslam Malik,Pakistan Muslim League (Nawaz)
Akhtar Hussain,Independents
Peer Shoukat Hussain Shah,Pakistan Tehreek-e-Insaf
Raja Asad Raza Janjua,Pakistan Peoples Party Parliamentarians
Muhammad Jahangir Malik,Tehreek-e-Tahaffuze Pakistan
Raja Naveed Akhtar Satti,Independents
Amir Nazar Awan,Muttahida Qaumi Movement Pakistan
Mohammad Siddique Khan Baloch,Independents
Rana Mohamamd Aslam Khan,Pakistan Muslim League (Nawaz)
Muhammad Irshad Abbas Ghullu,Pakistan Tehreek-e-Insaf
Muhammad Ameer Jhandir,Independents
Malik Abdul Majeed Arain,Pakistan Peoples Party Parliamentarians
Syed Ali Abbas,Independents
Malik Mohammad Iqbal,Independents
Khalid Farooq,Jamaat-e-Islami
Mohammad Kamran Khan,Independents
Mohammad Aslam Khan,Pakistan Saraiki Party
Muhammad Murtaza,Jamiat Ulema-e Islam (Fazl)
Malik Mukhtar Ahmad,Independents
Riaz Ahmad Assi,Independents
Malik Ghulam Mustafa Arain,Independents
Sheikh Tahir Udin,Pakistan Peoples Party (Shaheed Bhutto)
Manzoor Hussain,Independents
Ghulam Mustafa,Independents
Mohammad Siddique,Independents
Mohammad Saeed Ahmad,Muttahida Qaumi Movement
Malik Ata Ullah Awan,Independents
Syed Shahid Shah Ali Bukhari,Independents
Malik Shah Nawaz Kulyar,Independents
Pir Syed Nasr Ud Din Shah,Independents
Malik Mohammad Hafeez Bhutta,Pakistan Justice Party
Mohammad Ameer Khan,Independents
Ahmed Khan Alias Ahmad Bukhsh,Independents
Ezat Javaid Khan,Pakistan Tehreek-e-Insaf
Hassan Mehmood,Pakistan Muslim League (Nawaz)
Syed Walayat Hussain Shah,Pakistan Peoples Party Parliamentarians
Malik Ejaz Ahmad,Jamiat Ulema-e Islam (Fazl)
Ameer Bakhsh,Muttahida Qaumi Movement Pakistan
Nazeer Ahmad Khan,Independents
Allah Dawaya Tahir,Independents
Didar Hussain,Pakistan Kissan Ittehad
Mazhar Hussain,Independents
Amina Hussain,Independents
Syed Ali Muhammad Shah,Independents
Rahim Nawaz Khan,Tehreek-e-Istehkaam Pakistan
Rana Muhammad Iqbal,Independents
Sajjad Hussain,All Pakistan Muslim League
Malik Muhammad Afzal Jatial,Independents
Muhammad Akbar Hayat Harraj,Independents
Syed Mukhtar Hussain Shah,Pakistan Muslim League (Nawaz)
Syed Muhammad Nasir Ali Shah,Pakistan Tehreek-e-Insaf
Zahore Ahamd,Jamiat Ulama-e-Islam (Sami)
Mehmood Ali,Independents
Syed Ali Akbar Shah,Independents
Muhammad Riaz,Independents
Syed Muhammad Asad Shah Athar,Pakistan Kissan Ittehad
Muhammad Imran,Sunni Tehreek
Ansar Abbas,Independents
Mazhar Hussain Advocate,Independents
Nadeem Aslam,Muttahida Qaumi Movement Pakistan
Syed Khawar Ali Shah,Independents
Mazhar Abbas Sargana,Independents
Saeed Ahmad Saeed,Independents
Syed Muhammad Murtaza Hussain,Independents
Shokat Hayat,Independents
Noor Ullah Farooqi,Jamiat Ulema-e Islam (Fazl)
Hussain Jahania Gardezi,Independents
Rana Irfan Ahmad,Pakistan Muslim League (Nawaz)
Shahbaz Ahmad Khan,Pakistan Tehreek-e-Insaf
Haji Qasim Raza,Pakistan Peoples Party Parliamentarians
Muhammad Abdul Rahman Jami,Jamiat Ulama-e-Islam (Sami)
Asad Abbas Shah Bukhari,Independents
Sardar Shokat Ali,Sunni Ittehad Council
Abdul Khaliq Rehmani,Independents
Tariq Mehmood,Jamaat-e-Islami
Malik Mahammad Zaman,Tehreek-e-Tahaffuze Pakistan
Sajid Raza,Independents
Malik Faheem Abbas,Muttahida Qaumi Movement Pakistan
Aman Ullah Haider,Sunni Tehreek
Mubashar Hassan Khan,Independents
Rana Muhammad Tariq,Independents
Chaudri Rafi Ahmad,Independents
Rana Ali Goahr,Independents
Pir Mohsin Ali Qureshi,Independents
Sardar Muhammad Hussain,Independents
Rana Farman Mehmood,Independents
Abbas Zafar Hiraj,Independents
Malik Muahmmad Yousuf Bhatti,Awami Justice Party Pakistan
Muhammad Hussain,Independents
Nishat Ahmad Khan Daha,Pakistan Muslim League (Nawaz)
Rana Muhammad Saleem,Pakistan Muslim League (Qaid-e-Azam)
Imran Pervez,Pakistan Tehreek-e-Insaf
Shafiq Ur Rehman,Independents
Muhammad Hussain Bhatti,Independents
Rao Abdul Ghaffar,Independents
Khalid Mehmood,Jamiat Ulama-e-Islam (Sami)
Robinson Albert Bhatti,Independents
Jamshaid Masih,Muttahida Qaumi Movement Pakistan
Muhammad Riaz,Awami Muslim League Pakistan
Muhammad Ikram Ul Qadri,Jamiat Ulema-e Islam (Fazl)
Hamayun Khan,Independents
Abdul Rehman,Independents
Mohammad Afzal,Independents
Ch Muhammad Yousaf,Independents
Muzafar Abbas,Independents
Muhammad Rafi Ullah,Jamiat Ulama-e-Islam Nazryati Pakistan
Ch Fazal Ur Rehman,Pakistan Muslim League (Nawaz)
Ahmad Yar Hiraj,Pakistan Muslim League (Qaid-e-Azam)
Muhammad Khan,Pakistan Tehreek-e-Insaf
Husni Mubarak,Independents
Wahab Ali Sultan,Independents
Kashif Ali,Jamaat-e-Islami
Fazal Abbas,Independents
Muhammad Asif Naeem,Muttahida Qaumi Movement Pakistan
Syed Muhammad Sibtain Shah,Independents
Waqar Ahmad Khan Daha,Independents
Amir Hayat Hiraj,Pakistan Muslim League (Nawaz)
Sayyad Abbas Ali Shah,Pakistan Tehreek-e-Insaf
Shahzad Khakwani,Independents
Mahar Muhammad Imran Haider Sanpal,Pakistan Peoples Party Parliamentarians
Muhammad Afzal Khan Dullu,Independents
Shamoon Kesar Bhatti,Muttahida Qaumi Movement Pakistan
Muhammad Ashraf,Independents
Manzoor Ahmed,Independents
Mahar Muzaffar Hussain Qadri Luk,Independents
Chaudhary Muhammad Arshad Gill Advocate High Court,Independents
Mahr Khizer Hayat,Independents
Raja Waqas Advocate,Independents
Nadeem Mughal,All Pakistan Muslim League
Muhammad Mansha,Independents
Ijaz Ahmed Cheena,Pakistan Muslim League (Jinnah)
Farrukh Shahzad Chaudhry,Independents
Nawabzada Abdul Razzaq Khan Niazi,Independents
Peer Muhammad Jameel Shah,Pakistan Muslim League (Nawaz)
Muhammad Faisal Khan Niazi,Pakistan Tehreek-e-Insaf
Furqan Ahmed Rao,Independents
Muhammad Yousaf Khatak,Jamaat-e-Islami
Malik Shokat Ali Awan,Pakistan Peoples Party Parliamentarians
Ali Sher Lurka,Independents
Muhammad Ashraf,Independents
Muhammad Ekram Ul Haq,Jamiat Ulema-e Islam (Fazl)
Khalid Parvez,Independents
Choudhary Arshad Aftab,Muttahida Qaumi Movement Pakistan
Nawabzada Muhammad Ali Khan Niazi,Independents
Abdul Majeed Khan,Independents
Khan Zafar Khan,Independents
Izzat Hayat Khan,Independents
Ashiq Hussain Khan,Independents
Malka Shahida Ahmad,Independents
Karam Dad Wahla,Pakistan Muslim League (Nawaz)
Mian Javed Jahanian,Pakistan Tehreek-e-Insaf
Rana Fiaz Ahmed,Independents
Jawad Aslam Randhawa,Pakistan Peoples Party Parliamentarians
Iftikhar Akbar Randhawa,Muttahida Qaumi Movement Pakistan
Pervaiz Hameed,Independents
Muhammad Asif,Jamaat-e-Islami
Muhammad Asif Ghuman,Jamiat Ulema-e Islam (Fazl)
Haji Atta Ur Rehman,Independents
Haq Nawaz Premi,Independents
Nasir Nazir,All Pakistan Muslim League
Ch Muhammad Arshad Arain,Independents
Choudhary Zia Ur Rehman,Independents
Choudharay Khalid Javed Arain,Independents
Haji Asghar Ali Arain,Independents
Akhter Hussain Wahla,Independents
Javed Iqbal Engineer,Independents
Zuifiqar Ali Khan,Pakistan Muslim League (Nawaz)
Sardar Ghulam Abbas,Independents
Pir Syed Nisar Qasim Joji,Pakistan Tehreek-e-Insaf
Syed Taqi Shah,Independents
Syed Muhammad Sajjad Shabeer Bukhari,Majlis-e-Wahdat-e-Muslimeen Pakistan
Malik Shabeer Ahmad,Independents
Raja Zulifqar Ali,Independents
Malik Hassan Raza Agral,Tehreek-e-Tahaffuze Pakistan
Fozia Behram,Independents
Dr Muhammad Tufail,Independents
Munsab Khan,Independents
Malik Arshad Hussain Awan,Awami National Party
Muhammmad Saleem Bakhtwal,Independents
Ghulam Hussain Farooqi,Jamiat Ulema-e-Pakistan (Noorani)
Khizer Hayat,Pakistan Muslim League (Nawaz)
Manzoor Ali,Independents
Pir Muhammad Muzaffar Shah Khagga,Pakistan Muslim League (Qaid-e-Azam)
Sajjad Nasir,Pakistan Tehreek-e-Insaf
Nazar Muhammad Fatyana,Sunni Ittehad Council
Pir Zafar Shah Khagga,Independents
Sikhawat Ali Khan,Independents
Tariq Pervaiz Iqbal,Independents
Chaudhry Muhammad Imran Ul Haq Advocate,Muttahida Qaumi Movement Pakistan
Riaz Ahmad,Independents
Malik Nadeem Kamran,Pakistan Muslim League (Nawaz)
Sheikh Muhammad Chohan,Pakistan Tehreek-e-Insaf
Sheikh Shahid Hameed,Jamaat-e-Islami
Aftab Ahmad Khan,Pakistan Peoples Party Parliamentarians
Sohail Iqbal,Independents
Muhammad Ali Chohan,Independents
Sabir Ali,Awami Workers Party
Muhammad Khalid Sultan,Independents
Rao Muhammad Ashfaq Ali Khan,Independents
Muhammad Naeem,Independents
Asim Mehmood Rana,Muttahida Qaumi Movement Pakistan
Sohaib Zaki,Independents
Zafar Iqbal,All Pakistan Muslim League
Ijaz Qaissar,Sunni Tehreek
Muhammad Tariq,Independents
Akhtar Makhdoom Rana,Jamiat Ulema-e-Pakistan (Noorani)
Rana Umar Sajjad,Independents
Muhammad Ali Khan,Independents
Waseem Riaz,Independents
Muhammad Waseem,Independents
Muhammad Arshad Malik Advocate High Court,Pakistan Muslim League (Nawaz)
Malik Jalal Ud Din,Independents
Muhammad Umer Ishaq Chaudhary,Pakistan Tehreek-e-Insaf
Syed Shabbar Mustafa Shirazi,Pakistan Muslim League (Qaid-e-Azam)
Muhammad Sadiq Khan Murdana Balouch,Jamhoori Wattan Party
Mian Asif Ishaq Chaudhary,Independents
Malik Muhammad Rafiq Khokhar,Independents
